School name,Region,District,Adress,Number students,Number teachers,Student teacher ratio,2010 - Type,2010 Cost,2011 Type,2011 Cost,2012 Type,2012 Cost,2013 Type,2013 Cost,2014 Type,2014 Cost
სსიპ - გორის მუნიციპალიტეტის სოფელ ოთარშენის საჯარო სკოლა,შიდა ქართლი,გორი,სოფ. ოთარშენი,64,20,3.2,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 20,055.00 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 20,055.00 ""]"
სსიპ - გორის მუნიციპალიტეტის სოფელ პატარა გარეჯვრის საჯარო სკოლა,შიდა ქართლი,გორი,სოფ. გარეჯვარი,227,26,8.73,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - გორის მუნიციპალიტეტის სოფელ პატარა მეჯვრისხევის საჯარო სკოლა,შიდა ქართლი,გორი,სოფ. მეჯვრისხევი,108,20,5.4,,,რეაბილიტაცია,"[""სახელშეკრულებო თანხა"", "" 47,444.00 ""]",რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 51,161.00 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 51,161.00 ""]"
სსიპ - გორის მუნიციპალიტეტის სოფელ რეხის საჯარო სკოლა,შიდა ქართლი,გორი,სოფ. რეხი,112,23,4.87,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 27,261.00 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 27,261.00 ""]"
სსიპ - გორის მუნიციპალიტეტის სოფელ სათემოს საჯარო სკოლა,შიდა ქართლი,გორი,სოფ. სათემო,61,20,3.05,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 42,646.00 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 42,646.00 ""]"
სსიპ - გორის მუნიციპალიტეტის სოფელ საქაშეთის საჯარო სკოლა,შიდა ქართლი,გორი,სოფ. საქაშეთი,179,26,6.88,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - გორის მუნიციპალიტეტის სოფელ სკრის საჯარო სკოლა,შიდა ქართლი,გორი,სოფ. სკრა,178,24,7.42,,,რეაბილიტაცია,"[""სახელშეკრულებო თანხა"", "" 7,999.00 ""]",რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - გორის მუნიციპალიტეტის სოფელ ტინისხიდის საჯარო სკოლა,შიდა ქართლი,გორი,სოფ. ტინისხიდი,176,27,6.52,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 54,780.09 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 54,780.09 ""]"
სსიპ - გორის მუნიციპალიტეტის სოფელ ტირძნისის საჯარო სკოლა,შიდა ქართლი,გორი,სოფ. ტირძნისი,371,40,9.28,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - გორის მუნიციპალიტეტის სოფელ ტყვიავის საჯარო სკოლა,შიდა ქართლი,გორი,სოფ. ტყვიავი,400,41,9.76,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - გორის მუნიციპალიტეტის სოფელ უფლისციხის საჯარო სკოლა,შიდა ქართლი,გორი,სოფ. უფლისციხე,74,17,4.35,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - გორის მუნიციპალიტეტის სოფელ ფლავის საჯარო სკოლა,შიდა ქართლი,გორი,სოფ. ფლავი,333,35,9.51,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - გორის მუნიციპალიტეტის სოფელ ფხვენისის საჯარო სკოლა,შიდა ქართლი,გორი,სოფ. ფხვენისი,144,24,6.0,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - გორის მუნიციპალიტეტის სოფელ ქერეს საჯარო სკოლა,შიდა ქართლი,გორი,სოფ. ქერე,75,22,3.41,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - გორის მუნიციპალიტეტის სოფელ ქვახვრელის საჯარო სკოლა,შიდა ქართლი,გორი,სოფ. ქვახვრელი,246,27,9.11,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - გორის მუნიციპალიტეტის სოფელ ქვემო ნიქოზის საჯარო სკოლა,შიდა ქართლი,გორი,სოფ. ქვემო ნიქოზი,34,14,2.43,,,რეაბილიტაცია,"[""სახელშეკრულებო თანხა"", nil]",რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - გორის მუნიციპალიტეტის სოფელ ქვემო სობისის საჯარო სკოლა,შიდა ქართლი,გორი,სოფ. ქვემო სობისი,58,19,3.05,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - გორის მუნიციპალიტეტის სოფელ ქვემო ხვითის საჯარო სკოლა,შიდა ქართლი,გორი,სოფ. ქვემო ხვითი,100,20,5.0,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - გორის მუნიციპალიტეტის სოფელ ქვეშის საჯარო სკოლა,შიდა ქართლი,გორი,სოფ. ქვეში,196,28,7.0,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - გორის მუნიციპალიტეტის სოფელ ქიწნისის საჯარო სკოლა,შიდა ქართლი,გორი,სოფ. ქიწნისი,226,25,9.04,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - გორის მუნიციპალიტეტის სოფელ შავშვების საჯარო სკოლა,შიდა ქართლი,გორი,სოფ. შავშვები,213,22,9.68,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - გორის მუნიციპალიტეტის სოფელ შინდისის საჯარო სკოლა,შიდა ქართლი,გორი,სოფ. შინდისი,307,27,11.37,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - გორის მუნიციპალიტეტის სოფელ წითელუბნის საჯარო სკოლა,შიდა ქართლი,გორი,სოფელი წითელუბანი,46,14,3.29,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - გორის მუნიციპალიტეტის სოფელ ხელთუბნის საჯარო სკოლა,შიდა ქართლი,გორი,სოფ. ხელთუბანი,406,49,8.29,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - გორის მუნიციპალიტეტის სოფელ ხიდისთავის საჯარო სკოლა,შიდა ქართლი,გორი,სოფ. ხიდისთავი,351,34,10.32,რეაბილიტაცია (დას),"[""სახელშეკრულებო თანხა"", "" 53,991.18 ""]",,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 26,648.19 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 26,648.19 ""]"
სსიპ - გორის მუნიციპალიტეტის სოფელ ხურვალეთის საჯარო სკოლა,შიდა ქართლი,გორი,სოფ. ხურვალეთი,80,19,4.21,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - ერედვის მუნიციპალიტეტის ერგნეთ-მამისაანთუბნის საჯარო სკოლა,შიდა ქართლი,გორი,სოფ. ერგნეთი,52,21,2.48,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - ვასილ განჯელაშვილის სახელობის გორის მუნიციპალიტეტის სოფელ სვენეთის საჯარო სკოლა,შიდა ქართლი,გორი,სოფ. სვენეთი,204,29,7.03,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 183,244.00 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 183,244.00 ""]"
სსიპ - იაკობ გოგებაშვილის სახელობის გორის მუნიციპალიტეტის სოფელ ვარიანის საჯარო სკოლა,შიდა ქართლი,გორი,სოფ. ვარიანი,171,25,6.84,,,რეაბილიტაცია,"[""სახელშეკრულებო თანხა"", "" 7,600.00 ""]",რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 42,296.00 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 42,296.00 ""]"
სსიპ - მიხეილ ცერცვაძის სახელობის გორის მუნიციპალიტეტის სოფელ ზეღდულეთის საჯარო სკოლა,შიდა ქართლი,გორი,სოფ. ზეღდულეთი,217,28,7.75,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 134,162.42 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 134,162.42 ""]"
სსიპ - ოთარ ჩხეიძის სახელობის გორის მუნიციპალიტეტის სოფელ ყელქცეულის საჯარო სკოლა,შიდა ქართლი,გორი,სოფ. ყელქცეული,106,22,4.82,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - ქალაქ გორის №1 საჯარო სკოლა,შიდა ქართლი,გორი,"ქ. გორი, აღმაშენებლის 45",569,45,12.64,გათბობა,"[""სახელშეკრულებო თანხა"", nil]",რეაბილიტაცია,"[""სახელშეკრულებო თანხა"", "" 40,117.00 ""]",მომავლის კლასი,"["" თანხა "", ""29,128.60""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 26,431.35 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 26,431.35 ""]"
სსიპ - ქალაქ გორის №10 საჯარო სკოლა,შიდა ქართლი,გორი,"ქ.გორი, თარხნიშვილის 22",692,53,13.06,გათბობა,"[""სახელშეკრულებო თანხა"", nil]",,"[""სახელშეკრულებო თანხა"", "" 6,499.73 ""]",რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 14,906.00 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 14,906.00 ""]"
სსიპ - ქალაქ გორის №11 საჯარო სკოლა,შიდა ქართლი,გორი,"ქ.გორი, კეცხოველის 82",280,30,9.33,გათბობა,"[""სახელშეკრულებო თანხა"", nil]",გამაგრება რეაბილიტაციის დასრულება,"[""სახელშეკრულებო თანხა"", nil]",რეაბილიტაცია,"["" თანხა "", ""49,274.60""]",სტიქიის შედეგად მიყენებული დაზიანების რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 23,217.00        ""]",სტიქიის შედეგად მიყენებული დაზიანების რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 23,217.00        ""]"
სსიპ - ქალაქ გორის №12 საჯარო სკოლა,შიდა ქართლი,გორი,"ქ.გორი, ნინოშვილის 54",636,49,12.98,გათბობა,"[""სახელშეკრულებო თანხა"", nil]",რეაბილიტაცია,"[""სახელშეკრულებო თანხა"", "" 83,000.00 ""]",რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",სტიქიის შედეგად მიყენებული დაზიანების რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 47,442.75        ""]",სტიქიის შედეგად მიყენებული დაზიანების რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 47,442.75        ""]"
სსიპ - ქალაქ გორის №2 საჯარო სკოლა,შიდა ქართლი,გორი,"ქ. გორი, ლომოურის ქ. 20",934,63,14.83,გათბობა,"[""სახელშეკრულებო თანხა"", nil]",რეაბილიტაცია,"[""სახელშეკრულებო თანხა"", "" 7,949.00 ""]",რეაბილიტაცია,"["" თანხა "", ""4,926.30""]",,,,
სსიპ - ქალაქ გორის №3 საჯარო სკოლა,შიდა ქართლი,გორი,"ქ. გორი,  დ. ამილახვარის 26",1384,93,14.88,,,რეაბილიტაციის დასრულება,"[""სახელშეკრულებო თანხა"", "" 146,957.70 ""]",რეაბილიტაცია (გზისპირა),"["" თანხა "", ""59,202.26""]",,,,
სსიპ - ქალაქ გორის №4 საჯარო სკოლა,შიდა ქართლი,გორი,"ქ. გორი, გ. ჭანტურიას 5",566,47,12.04,,,რეაბილიტაცია,"[""სახელშეკრულებო თანხა"", "" 6,000.00 ""]",რეაბილიტაცია,"["" თანხა "", ""49,408.06""]",სტიქიის შედეგად მიყენებული დაზიანების რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 1,154.11        ""]",სტიქიის შედეგად მიყენებული დაზიანების რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 1,154.11        ""]"
სსიპ - ქალაქ გორის №5 საჯარო სკოლა,შიდა ქართლი,გორი,"ქ. გორი,  ზ.რუხაძის 62",670,55,12.18,,,კორპუსის მშენებლობა,"[""სახელშეკრულებო თანხა"", nil]",რეაბილიტაცია,"["" თანხა "", ""9,474.12""]",,,,
სსიპ - ქალაქ გორის №6 საჯარო სკოლა,შიდა ქართლი,გორი,"ქ. გორი, რუსთაველის 24",546,39,14.0,გათბობა,"[""სახელშეკრულებო თანხა"", nil]",რეაბილიტაცია,"[""სახელშეკრულებო თანხა"", "" 15,416.00 ""]",რეაბილიტაცია (გზისპირა),"["" თანხა "", ""21,465.74""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 25,135.02 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 25,135.02 ""]"
სსიპ - ქალაქ გორის №7 საჯარო სკოლა,შიდა ქართლი,გორი,"ქ.გორი, გორგასლის 1",909,68,13.37,გათბობა,"[""სახელშეკრულებო თანხა"", nil]",რეაბილიტაცია,"[""სახელშეკრულებო თანხა"", nil]",რეაბილიტაცია,"["" თანხა "", ""110,077.21""]",,,,
სსიპ - ქალაქ გორის №8 საჯარო სკოლა,შიდა ქართლი,გორი,"ქ.გორი, პეტრიაშვილის 45",353,36,9.81,სპ.დარბაზი,"[""სახელშეკრულებო თანხა"", "" 19,985.54 ""]",,"[""სახელშეკრულებო თანხა"", "" 37,499.00 ""]",რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - ქალაქ გორის №9 საჯარო სკოლა,შიდა ქართლი,გორი,"ქ.გორი, სტალინის 34",495,42,11.79,,,რეაბილიტაცია,"[""სახელშეკრულებო თანხა"", "" 8,062.56 ""]",რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 23,907.06 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 23,907.06 ""]"
შპს  გორის წმინდა გიორგის სახელობის სკოლა-ლიცეუმი,შიდა ქართლი,გორი,"გორი, ჭონქაძის 2",221,17,13.0,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
შპს  თამარიონი,შიდა ქართლი,გორი,"გორი, გმირების ქ. №28",68,15,4.53,,,,,,,,,,
შპს  საუნჯე - გორის კერძო საშუალო სკოლა საუნჯე,შიდა ქართლი,გორი,"გორი, დავით აღმაშენებლის ქ. 1",49,11,4.45,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
შპს  შიდა ქართლის საერო კოლეჯი,შიდა ქართლი,გორი,"გორი, ცხინვალის გზატკეცილი 9/2",238,31,7.68,,,,,,,,,,
სსიპ - კასპის მუნიციპალიტეტის სოფელ აღაიანის საჯარო სკოლა,შიდა ქართლი,კასპი,სოფ. აღაიანი,182,23,7.91,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",სტიქიის შედეგად მიყენებული დაზიანების რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 32,387.26        ""]",სტიქიის შედეგად მიყენებული დაზიანების რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 32,387.26        ""]"
სსიპ - კასპის მუნიციპალიტეტის სოფელ ახალქალაქის საჯარო სკოლა,შიდა ქართლი,კასპი,სოფ. ახალქალაქი,233,28,8.32,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - კასპის მუნიციპალიტეტის სოფელ ახალციხის საჯარო სკოლა,შიდა ქართლი,კასპი,სოფ. ახალციხე,60,24,2.5,რეაბილიტაცია (აღმ),"[""სახელშეკრულებო თანხა"", "" 119,757.80 ""]",,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - კასპის მუნიციპალიტეტის სოფელ გუდალეთის საჯარო სკოლა,შიდა ქართლი,კასპი,სოფ. გუდალეთი,11,9,1.22,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - კასპის მუნიციპალიტეტის სოფელ დოესის საჯარო სკოლა,შიდა ქართლი,კასპი,სოფ. დოესი,261,31,8.42,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",სტიქიის შედეგად მიყენებული დაზიანების რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 146,020.66        ""]",სტიქიის შედეგად მიყენებული დაზიანების რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 146,020.66        ""]"
სსიპ - კასპის მუნიციპალიტეტის სოფელ ზემო ხანდაკის საჯარო სკოლა,შიდა ქართლი,კასპი,სოფ. ზემო ხანდაკი,180,26,6.92,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - კასპის მუნიციპალიტეტის სოფელ თვალადის საჯარო სკოლა,შიდა ქართლი,კასპი,სოფ. თვალადი,77,20,3.85,,,რეაბილიტაცია,"[""სახელშეკრულებო თანხა"", "" 44,031.00 ""]",რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - კასპის მუნიციპალიტეტის სოფელ იგოეთის საჯარო სკოლა,შიდა ქართლი,კასპი,სოფ. იგოეთი,83,22,3.77,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - კასპის მუნიციპალიტეტის სოფელ კავთისხევის საჯარო სკოლა,შიდა ქართლი,კასპი,სოფ. კავთისხევი,178,24,7.42,,,რეაბილიტაცია,"[""სახელშეკრულებო თანხა"", "" 47,444.00 ""]",რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 51,161.00 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 51,161.00 ""]"
სსიპ - კასპის მუნიციპალიტეტის სოფელ კოდისწყაროს საჯარო სკოლა,შიდა ქართლი,კასპი,სოფ. კოდისწყარო,23,11,2.09,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - კასპის მუნიციპალიტეტის სოფელ ლამისყანის საჯარო სკოლა,შიდა ქართლი,კასპი,სოფ. ლამისყანა,174,23,7.57,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",სტიქიის შედეგად მიყენებული დაზიანების რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 127,271.75        ""]",სტიქიის შედეგად მიყენებული დაზიანების რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 127,271.75        ""]"
სსიპ - კასპის მუნიციპალიტეტის სოფელ მეტეხის №1 საჯარო სკოლა,შიდა ქართლი,კასპი,სოფ. მეტეხი,272,27,10.07,გათბობა,"[""სახელშეკრულებო თანხა"", nil]",რეაბილიტაცია,"[""სახელშეკრულებო თანხა"", "" 40,117.00 ""]",მომავლის კლასი,"["" თანხა "", ""29,128.60""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 26,431.35 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 26,431.35 ""]"
სსიპ - კასპის მუნიციპალიტეტის სოფელ მეტეხის №2 საჯარო სკოლა,შიდა ქართლი,კასპი,სოფ. მეტეხი,61,18,3.39,გათბობა,"[""სახელშეკრულებო თანხა"", nil]",რეაბილიტაცია,"[""სახელშეკრულებო თანხა"", "" 125,451.00 ""]",რეაბილიტაცია,"["" თანხა "", ""4,926.30""]",,,,
სსიპ - კასპის მუნიციპალიტეტის სოფელ მიქელწყაროს საჯარო სკოლა,შიდა ქართლი,კასპი,სოფ. მიქელწყარო,105,17,6.18,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - კასპის მუნიციპალიტეტის სოფელ ნიგოზას საჯარო სკოლა,შიდა ქართლი,კასპი,სოფ. ნიგოზა,102,19,5.37,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 61,395.88 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 61,395.88 ""]"
სსიპ - კასპის მუნიციპალიტეტის სოფელ ოკამის საჯარო სკოლა,შიდა ქართლი,კასპი,სოფ. ოკამი,307,30,10.23,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - კასპის მუნიციპალიტეტის სოფელ სამთავისის საჯარო სკოლა,შიდა ქართლი,კასპი,სოფ. სამთავისი,87,23,3.78,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 169,931.39 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 169,931.39 ""]"
სსიპ - კასპის მუნიციპალიტეტის სოფელ სასირეთის საჯარო სკოლა,შიდა ქართლი,კასპი,სოფ. სასირეთი,185,27,6.85,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 155,461.37 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 155,461.37 ""]"
სსიპ - კასპის მუნიციპალიტეტის სოფელ საქადაგიანოს საჯარო სკოლა,შიდა ქართლი,კასპი,სოფ. საქადაგიანო,167,22,7.59,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 81,938.54 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 81,938.54 ""]"
სსიპ - კასპის მუნიციპალიტეტის სოფელ ფერმის საჯარო სკოლა,შიდა ქართლი,კასპი,სოფ. ფერმა,258,22,11.73,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - კასპის მუნიციპალიტეტის სოფელ ქვემო გომის საჯარო სკოლა,შიდა ქართლი,კასპი,სოფ. ქვემო გომი,117,22,5.32,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 67,181.69 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 67,181.69 ""]"
სსიპ - კასპის მუნიციპალიტეტის სოფელ ქვემო ჭალის საჯარო სკოლა,შიდა ქართლი,კასპი,სოფ. ქვემოჭალა,174,23,7.57,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",დემონტაჟის სამუშაოები,"["" ხელშეკრულების თანხა "", "" 22,500.00 ""]",დემონტაჟის სამუშაოები,"["" ხელშეკრულების თანხა "", "" 22,500.00 ""]"
სსიპ - კასპის მუნიციპალიტეტის სოფელ ქვემო ხანდაკის საჯარო სკოლა,შიდა ქართლი,კასპი,სოფ. ქვემოხანდაკი,29,12,2.42,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - კასპის მუნიციპალიტეტის სოფელ წინარეხის საჯარო სკოლა,შიდა ქართლი,კასპი,სოფ. წინარეხი,17,11,1.55,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 27,261.00 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 27,261.00 ""]"
სსიპ - კასპის მუნიციპალიტეტის სოფელ ხოვლის საჯარო სკოლა,შიდა ქართლი,კასპი,სოფ. ხოვლე,157,23,6.83,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - ქალაქ კასპის №1 საჯარო სკოლა,შიდა ქართლი,კასპი,"კასპი, ტაბიძის ქ.13",551,44,12.52,გათბობა,"[""სახელშეკრულებო თანხა"", nil]",რეაბილიტაცია,"[""სახელშეკრულებო თანხა"", "" 40,117.00 ""]",მომავლის კლასი,"["" თანხა "", ""29,128.60""]",გათბობის სისტემის რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 21,727.49        ""]",გათბობის სისტემის რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 21,727.49        ""]"
სსიპ - ქალაქ კასპის №2 საჯარო სკოლა,შიდა ქართლი,კასპი,"კასპი, ხოკრიშვილის 13",566,49,11.55,გათბობა,"[""სახელშეკრულებო თანხა"", nil]",რეაბილიტაცია,"[""სახელშეკრულებო თანხა"", "" 125,451.00 ""]",რეაბილიტაცია,"["" თანხა "", ""4,926.30""]",,,,
სსიპ - ქალაქ კასპის №3 საჯარო სკოლა,შიდა ქართლი,კასპი,"კასპი, ფალიაშვილის ქუჩა #1",337,32,10.53,,,რეაბილიტაციის დასრულება,"[""სახელშეკრულებო თანხა"", "" 146,957.70 ""]",რეაბილიტაცია (გზისპირა),"["" თანხა "", ""59,202.26""]",,,,
სსიპ - ქალაქ კასპის №4 საჯარო სკოლა,შიდა ქართლი,კასპი,"კასპი, სტალინის ქ.6",213,24,8.88,,,რეაბილიტაცია,"[""სახელშეკრულებო თანხა"", "" 2,000.00 ""]",რეაბილიტაცია,"["" თანხა "", ""49,408.06""]",,,,
შპს  ბესიკ ნიპარიშვილი - მრავალპროფილიანი სკოლა-გიმნაზია,შიდა ქართლი,კასპი,"კასპი, კოსტავას ქ. 34",233,24,9.71,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
ა(ა)იპ საქართველოს საპატრიარქოს ურბნისისა და რუისის ეპარქიის ქარელის წმ გიორგი მთაწმინდელის სახ გიმნაზია,შიდა ქართლი,ქარელი,"ხაშურის რაიონში, დ.სურამი ლესელიძის ქ #7/79",195,31,6.29,,,,,,,,,,
სსიპ - ბესიკ კაპანაძის სახელობის ქარელის მუნიციპალიტეტის სოფელ ძლევიჯვარის საჯარო სკოლა,შიდა ქართლი,ქარელი,სოფელი ძლევიჯვარი,132,22,6.0,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
სსიპ - ქალაქ ქარელის №1 საჯარო სკოლა,შიდა ქართლი,ქარელი,"ქ. ქარელი, 9 აპრილის ქ. №32",466,46,10.13,გათბობა,"[""სახელშეკრულებო თანხა"", nil]",რეაბილიტაცია,"[""სახელშეკრულებო თანხა"", "" 40,117.00 ""]",მომავლის კლასი,"["" თანხა "", ""29,128.60""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 26,431.35 ""]",რეაბილიტაცია,"["" ხელშეკრულების თანხა "", "" 26,431.35 ""]"
სსიპ - ქალაქ ქარელის №2 საჯარო სკოლა,შიდა ქართლი,ქარელი,"ქ. ქარელი, რუსთაველის ქ. №33",493,45,10.96,გათბობა,"[""სახელშეკრულებო თანხა"", nil]",რეაბილიტაცია,"[""სახელშეკრულებო თანხა"", "" 125,451.00 ""]",რეაბილიტაცია,"["" თანხა "", ""4,926.30""]",,,,
სსიპ - ქარელის მუნიციპალიტეტის დაბა აგარის საჯარო სკოლა,შიდა ქართლი,ქარელი,"დ/აგარა, სტალინის ქ. №8",645,46,14.02,,,,,რეაბილიტაცია,"["" თანხა "", ""9,859.40""]",,,,
